class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
com.google.javascript.jscomp.ExploitAssigns,class,5,6,1,5,50,2,0,26,15,0.0,,,6,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,128,19,4,4,0,2,0,0,19,0,10,4,0,0,0,110,0,0
com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,class,12,13,1,12,175,2,0,117,274,0.92,0.0,0.0,25,6,1,22,0,2,3,0,0,0,7,6,0,6,0,1,7,0,30,559,65,9,42,0,5,39,29,113,11,84,5,0,1,0,345,0,0
com.google.javascript.jscomp.ReferenceCollectingCallback,class,23,25,2,23,65,1,0,55,65,0.8111111,0.0,0.0,18,3,11,5,0,2,13,0,0,0,10,1,0,9,0,1,8,0,13,195,13,1,8,0,5,0,5,31,2,27,3,1,2,1,210,17,0
com.google.javascript.jscomp.ScopedAliases,class,20,25,5,20,24,4,0,37,16,0.9191176,0.0,0.0,8,4,2,4,0,2,4,0,0,0,17,11,0,6,0,11,17,0,7,541,10,4,1,0,0,25,1,25,3,24,4,0,6,0,275,0,0
com.google.javascript.jscomp.parsing.JsDocInfoParser,class,25,28,3,25,545,1,0,251,2879,0.9395604,0.0,0.0,91,6,8,77,0,6,14,0,0,0,20,8,1,19,0,0,16,0,16,1916,207,18,157,0,4,171,34,339,15,177,6,0,4,0,497,17,0
com.google.javascript.rhino.jstype.RecordType,class,12,18,6,12,25,4,0,31,22,0.8125,0.0,0.0,8,0,3,0,0,5,8,0,0,0,4,2,0,4,0,0,3,0,2,91,10,5,2,0,0,1,1,20,0,16,4,0,0,0,113,1,0
com.gotoservers.ftp.FtpApplet,class,4,6,2,4,20,5,0,18,2,0.74000007,0.0,0.0,5,0,4,0,1,0,5,0,0,0,10,1,1,0,0,9,1,0,2,78,1,1,5,2,0,11,5,15,1,13,2,0,0,0,51,1,0
com.hf.sfm.crypt.Base64,class,2,5,3,2,22,1,0,12,36,0.8888889,0.0,0.0,9,8,6,3,0,0,6,0,0,0,4,4,0,4,0,0,4,0,13,103,7,2,8,0,7,4,302,43,32,36,2,0,0,0,43,1,0
com.ib.client.ComboLeg,class,2,5,3,2,13,1,0,1,4,0.6818182,0.0,0.0,4,0,4,0,0,0,4,0,0,0,11,4,11,0,0,0,4,0,3,44,5,0,9,0,0,0,12,12,0,12,1,0,0,0,37,1,0
com.ib.client.ExecutionFilter,class,1,5,4,1,5,1,0,1,0,0.2857143,0.0,0.0,3,0,3,0,0,0,3,0,0,0,7,0,7,0,0,0,0,0,0,35,1,0,3,0,1,0,1,13,0,9,1,0,0,0,26,1,0
com.imsmart.servlet.HTMLFilter,class,1,3,2,1,8,1,0,5,0,0.0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,2,1,1,0,2,4,4,3,1,3,2,0,0,0,50,17,0
com.jstevh.viewer.ClassInfo,class,6,14,8,6,105,1,0,43,0,0.7865612,0.0,0.0,23,4,18,5,0,0,18,0,0,0,8,3,2,5,1,0,1,0,16,325,30,14,37,3,1,28,37,90,10,46,4,1,0,0,178,1,0
com.jstevh.viewer.ClassViewer,class,7,19,12,7,94,7,0,89,95,0.93734354,0.0,0.0,19,1,9,10,0,0,10,0,0,0,57,11,8,13,0,36,4,0,14,784,22,13,40,8,16,108,70,194,42,143,7,15,1,0,325,1,0
com.jstevh.viewer.SAXDirParser,class,8,11,3,8,38,2,0,18,22,0.7424242,0.0,0.0,12,7,12,0,0,0,12,0,0,0,11,6,1,10,0,0,0,0,0,140,8,1,20,0,0,25,37,51,5,16,4,0,0,0,73,1,0
com.liferay.portal.kernel.servlet.filters.invoker.FilterMapping,class,4,7,3,4,53,1,0,24,36,0.88888896,0.0,0.0,9,0,5,0,4,0,9,0,0,0,11,3,0,11,0,0,2,0,4,145,14,2,10,0,17,13,11,27,13,21,3,0,0,0,73,1,4
com.liferay.portlet.documentlibrary.model.DLSyncWrapper,class,9,10,1,9,66,1,0,75,1378,0.9811321,0.0,0.0,53,0,53,0,0,0,53,0,0,0,1,0,0,1,0,0,0,0,0,227,31,0,13,0,0,26,0,15,0,15,1,0,0,0,89,1,0
com.lts.event.SimpleKeyListenerHelper,class,2,2,0,2,15,2,0,8,9,0.5,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,44,0,0,1,0,0,0,0,3,0,2,1,0,0,0,53,1,0
com.lts.io.DirectoryScanner,class,3,8,5,3,136,1,1,27,155,0.855372,0.0,0.0,22,3,14,0,8,0,22,0,0,0,11,1,0,0,11,0,1,0,8,469,43,40,32,0,6,21,57,128,35,96,5,0,0,0,275,1,0
com.lts.swing.combobox.SimpleComboBox,class,2,3,1,2,18,5,0,12,9,0.75,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,1,0,2,0,0,1,0,0,64,12,0,3,0,0,0,3,12,0,12,2,0,0,0,34,1,0
com.mentorgen.tools.profile.runtime.Profile,class,7,14,7,7,55,1,0,52,62,0.804762,0.0,0.0,21,20,20,1,0,0,20,0,1,0,10,10,0,10,0,0,0,0,29,238,16,3,13,1,1,8,4,38,5,31,3,0,0,0,132,17,0
com.mytdev.resources4j.impl.AbstractResources,class,10,13,3,10,132,1,1,88,1462,0.9658384,0.0,0.0,56,0,54,0,2,0,57,1,0,0,23,19,0,23,0,0,18,0,50,507,53,25,19,1,0,39,70,137,0,121,3,0,0,0,114,1025,0
com.pmdesigns.jvc.tools.JVCParser,class,8,12,4,8,131,1,0,52,232,0.8396466,0.0,0.0,33,2,17,16,0,0,18,0,5,0,24,1,4,19,0,1,1,0,2,496,11,15,25,2,12,65,98,137,14,54,4,0,0,0,171,1,0
com.pmdesigns.jvc.tools.JVCParserTokenManager,class,7,10,3,7,1085,1,0,60,1460,0.9567667,0.0,0.0,56,0,7,48,1,0,8,0,12,0,19,8,4,2,2,11,10,0,1,2022,142,28,433,26,172,17,1752,486,44,76,8,0,0,0,142,1,0
com.pmdesigns.jvc.tools.TokenMgrError,class,1,4,3,1,19,3,0,11,15,0.97222227,0.0,0.0,6,2,4,0,2,0,6,0,1,0,6,5,0,1,0,5,5,0,5,67,3,1,0,0,4,20,11,10,6,10,3,0,0,0,156,1,0
com.puppycrawl.tools.checkstyle.api.FileContents,class,5,35,30,5,35,1,0,31,150,0.8785714,0.0,0.0,20,0,16,4,0,0,16,0,0,0,7,2,0,7,0,0,7,0,3,125,15,5,2,0,1,4,18,30,15,23,3,0,0,0,154,17,0
com.puppycrawl.tools.checkstyle.api.FileText,class,4,34,30,4,24,1,0,27,10,0.7261905,0.0,0.0,12,1,10,2,0,0,10,0,0,0,7,2,0,7,0,0,5,0,5,120,9,4,4,3,0,3,12,39,6,25,3,0,0,0,192,17,0
com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,class,10,14,4,10,46,1,0,20,157,0.84189725,0.0,0.0,23,3,23,0,0,0,24,0,0,2,11,1,0,11,0,0,0,0,0,172,18,0,21,0,11,42,4,42,0,15,1,0,0,0,65,1,0
com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,class,9,13,4,9,40,1,0,14,70,0.79411757,0.0,0.0,17,3,17,0,0,0,18,0,0,2,8,1,0,8,0,0,0,0,0,131,15,0,21,0,14,27,6,30,0,12,1,0,0,0,63,1,0
com.soops.CEN4010.JMCA.JMCAAnalyzer,class,5,8,3,5,111,1,0,51,41,0.79545456,0.0,0.0,11,0,2,9,0,0,2,0,0,0,4,1,0,4,0,0,1,0,0,317,13,16,24,0,2,56,28,62,11,38,8,0,0,0,161,1,0
com.soops.CEN4010.JMCA.JParser.JavaCharStream,class,3,8,5,3,99,1,0,14,99,0.77798873,0.0,0.0,31,1,25,0,5,1,31,0,1,0,17,1,2,0,12,3,1,0,16,350,35,4,19,4,19,3,111,114,52,31,5,0,0,0,108,1,0
com.soops.CEN4010.JMCA.JParser.JavaParser,class,12,18,6,12,3301,3,0,471,95300,0.9725393,0.0,0.0,465,1,121,344,0,0,121,0,455,0,11,0,3,5,0,3,1,0,0,10731,899,91,150,151,140,18,326,866,2,360,16,0,2,0,559,1,0
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,class,8,11,3,8,799,1,0,48,805,0.9476192,0.0,0.0,42,2,7,31,1,3,11,0,31,0,30,16,4,2,2,22,18,0,5,1416,302,14,236,20,234,111,1704,254,32,65,12,0,0,0,253,1,0
com.werken.saxpath.XPathLexer,class,2,7,5,2,172,1,0,45,0,0.75,0.0,0.0,44,0,3,0,0,41,44,0,0,0,4,0,0,4,0,0,0,0,2,571,40,5,21,0,18,0,65,90,32,39,3,0,0,0,66,0,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,class,8,12,4,8,269,1,0,89,165,0.8440546,0.0,0.0,27,9,2,25,0,0,3,0,0,0,19,9,0,13,0,6,9,0,24,965,18,27,136,0,22,212,125,174,65,115,6,0,0,0,211,1,0
com.yahoo.platform.yui.compressor.ScriptOrFnScope,class,3,8,5,3,28,1,0,18,21,0.77922076,0.0,0.0,11,0,0,2,0,9,9,0,0,0,7,0,0,7,0,0,0,0,0,121,8,4,12,0,0,2,12,28,0,21,4,0,0,0,62,0,0
com.yahoo.platform.yui.compressor.YUICompressor,class,6,9,3,6,43,1,0,33,3,0.0,,,3,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,187,0,1,17,6,0,43,19,50,4,35,6,1,0,0,111,1,0
corina.formats.TucsonSimple,class,8,9,1,8,33,1,0,24,28,0.0,0.0,0.0,8,0,4,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,3,66,6,3,3,0,4,11,24,17,2,10,4,0,0,0,234,1,0
de.beiri22.stringincrementor.StringIncrementor,class,6,9,3,6,20,1,0,25,6,0.0,0.0,0.0,4,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,79,4,4,6,0,3,9,23,22,27,17,3,0,0,0,34,1,0
de.beiri22.stringincrementor.helper.IndexedString,class,3,6,3,3,13,1,0,3,0,0.16666667,0.0,0.0,3,0,2,1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,50,3,5,4,0,0,0,14,19,3,17,3,0,0,0,21,17,0
de.devcity.parseargs.ArgsParser,class,4,7,3,4,47,1,0,10,0,0.5555556,0.0,0.0,9,0,9,0,0,0,9,0,0,0,4,2,2,2,0,0,2,0,0,130,13,7,15,0,14,6,33,40,16,27,8,0,0,0,47,1,0
de.huxhorn.lilith.data.access.AccessEvent,class,2,72,70,2,60,1,0,11,380,0.8901516,0.0,0.0,33,0,33,0,0,0,33,0,0,0,16,1,0,16,0,0,1,0,0,159,33,0,39,0,11,5,22,30,22,19,1,0,0,0,57,1,0
de.outstare.fortbattleplayer.model.impl.SimpleSector,class,10,24,14,10,51,1,0,17,141,0.8181818,0.0,0.0,22,0,16,2,4,0,20,0,0,0,12,0,0,12,0,0,10,0,0,172,29,2,19,0,8,1,17,35,20,21,3,0,0,0,71,1,0
de.outstare.fortbattleplayer.statistics.BattleStatistics,class,25,38,13,25,109,1,0,84,852,0.944664,0.0,0.0,44,0,36,4,0,4,46,0,0,0,23,1,0,23,0,0,20,0,9,384,34,20,15,0,3,13,25,79,15,64,4,0,0,0,196,1,1
de.paragon.explorer.event.ExplorerFrameEventConverter,class,26,33,7,26,117,2,0,139,847,0.95952386,0.0,0.0,42,0,20,22,0,0,20,0,0,0,10,1,0,10,0,0,1,0,25,408,18,4,32,0,27,1,21,41,6,35,5,0,0,0,247,1,0
de.paragon.explorer.model.AttributeModelComparator,class,1,3,2,1,10,1,0,2,1,0.75,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,2,0,2,0,0,2,0,0,24,3,0,2,0,12,1,10,4,0,3,3,0,0,0,107,1,0
de.progra.charting.CoordSystemUtilities,class,6,8,2,6,53,1,0,45,0,0.5076923,0.0,0.0,13,0,13,0,0,0,13,0,0,0,5,0,0,0,5,0,1,0,14,225,11,5,5,0,18,0,65,140,48,104,2,0,0,0,125,1,0
de.progra.charting.DefaultChart,class,8,12,4,8,13,3,0,33,15,0.9166666,0.0,0.0,6,0,5,0,1,0,6,0,0,0,2,2,2,0,0,0,0,0,0,62,1,1,5,0,8,0,14,16,13,14,2,0,0,0,90,1,0
de.tudarmstadt.ukp.wikipedia.api.CategoryDescendantsIterator,class,5,6,1,5,5,1,0,8,0,0.7,0.0,0.0,4,0,4,0,0,0,4,0,0,0,5,0,0,5,0,0,1,0,2,94,2,1,0,0,0,0,0,5,0,5,1,0,1,0,57,1,0
de.tudarmstadt.ukp.wikipedia.api.CycleHandler,class,8,10,2,8,15,1,0,17,0,0.4,0.0,0.0,5,0,3,2,0,0,3,0,0,0,4,1,0,2,0,2,1,0,2,65,7,4,4,0,1,4,0,15,2,14,3,0,1,0,79,1,2
