class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
com.google.common.base.Splitter,class,14,55,41,14,25,2,0,28,152,0.7625,0.0,0.0,20,7,16,4,0,0,16,0,0,0,4,0,0,4,0,0,4,0,20,242,19,1,2,0,0,5,5,6,0,6,1,5,3,0,339,17,0
com.google.common.base.Utf8,class,5,6,1,5,39,1,0,8,21,0.0,0.0,0.0,7,6,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,100,13,6,5,0,12,2,34,18,15,14,4,0,0,0,165,17,0
com.google.common.math.BigIntegerMath,class,12,13,1,12,77,2,0,45,120,0.9375,0.0,0.0,16,15,10,3,0,3,13,0,0,0,4,4,0,2,0,2,4,0,52,262,32,5,4,0,10,11,60,73,39,49,3,0,1,0,239,17,0
com.ib.client.ComboLeg,class,2,5,3,2,13,1,0,1,4,0.6818182,0.0,0.0,4,0,4,0,0,0,4,0,0,0,11,4,11,0,0,0,4,0,3,44,5,0,9,0,0,0,12,12,0,12,1,0,0,0,37,1,0
com.jstevh.viewer.ClassInfo,class,6,14,8,6,105,1,0,43,0,0.7865612,0.0,0.0,23,4,18,5,0,0,18,0,0,0,8,3,2,5,1,0,1,0,16,325,30,14,37,3,1,28,37,90,10,46,4,1,0,0,178,1,0
com.liferay.portlet.documentlibrary.model.DLSyncWrapper,class,9,10,1,9,66,1,0,75,1378,0.9811321,0.0,0.0,53,0,53,0,0,0,53,0,0,0,1,0,0,1,0,0,0,0,0,227,31,0,13,0,0,26,0,15,0,15,1,0,0,0,89,1,0
com.lts.event.SimpleKeyListenerHelper,class,2,2,0,2,15,2,0,8,9,0.5,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,44,0,0,1,0,0,0,0,3,0,2,1,0,0,0,53,1,0
com.lts.io.DirectoryScanner,class,3,8,5,3,136,1,1,27,155,0.855372,0.0,0.0,22,3,14,0,8,0,22,0,0,0,11,1,0,0,11,0,1,0,8,469,43,40,32,0,6,21,57,128,35,96,5,0,0,0,275,1,0
com.lts.swing.combobox.SimpleComboBox,class,2,3,1,2,18,5,0,12,9,0.75,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,1,0,2,0,0,1,0,0,64,12,0,3,0,0,0,3,12,0,12,2,0,0,0,34,1,0
com.mentorgen.tools.profile.runtime.Profile,class,7,14,7,7,55,1,0,52,62,0.804762,0.0,0.0,21,20,20,1,0,0,20,0,1,0,10,10,0,10,0,0,0,0,29,238,16,3,13,1,1,8,4,38,5,31,3,0,0,0,132,17,0
com.puppycrawl.tools.checkstyle.api.FileText,class,4,34,30,4,24,1,0,27,10,0.7261905,0.0,0.0,12,1,10,2,0,0,10,0,0,0,7,2,0,7,0,0,5,0,5,120,9,4,4,3,0,3,12,39,6,25,3,0,0,0,192,17,0
com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo,class,10,14,4,10,46,1,0,20,157,0.84189725,0.0,0.0,23,3,23,0,0,0,24,0,0,2,11,1,0,11,0,0,0,0,0,172,18,0,21,0,11,42,4,42,0,15,1,0,0,0,65,1,0
com.soops.CEN4010.JMCA.JParser.JavaParser,class,12,18,6,12,3301,3,0,471,95300,0.9725393,0.0,0.0,465,1,121,344,0,0,121,0,455,0,11,0,3,5,0,3,1,0,0,10731,899,91,150,151,140,18,326,866,2,360,16,0,2,0,559,1,0
com.werken.saxpath.XPathLexer,class,2,7,5,2,172,1,0,45,0,0.75,0.0,0.0,44,0,3,0,0,41,44,0,0,0,4,0,0,4,0,0,0,0,2,571,40,5,21,0,18,0,65,90,32,39,3,0,0,0,66,0,0
com.yahoo.platform.yui.compressor.ScriptOrFnScope,class,3,8,5,3,28,1,0,18,21,0.77922076,0.0,0.0,11,0,0,2,0,9,9,0,0,0,7,0,0,7,0,0,0,0,0,121,8,4,12,0,0,2,12,28,0,21,4,0,0,0,62,0,0
com.yahoo.platform.yui.compressor.YUICompressor,class,6,9,3,6,43,1,0,33,3,0.0,,,3,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,187,0,1,17,6,0,43,19,50,4,35,6,1,0,0,111,1,0
de.devcity.parseargs.ArgsParser,class,4,7,3,4,47,1,0,10,0,0.5555556,0.0,0.0,9,0,9,0,0,0,9,0,0,0,4,2,2,2,0,0,2,0,0,130,13,7,15,0,14,6,33,40,16,27,8,0,0,0,47,1,0
de.paragon.explorer.model.AttributeModelComparator,class,1,3,2,1,10,1,0,2,1,0.75,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,2,0,2,0,0,2,0,0,24,3,0,2,0,12,1,10,4,0,3,3,0,0,0,107,1,0
de.progra.charting.CoordSystemUtilities,class,6,8,2,6,53,1,0,45,0,0.5076923,0.0,0.0,13,0,13,0,0,0,13,0,0,0,5,0,0,0,5,0,1,0,14,225,11,5,5,0,18,0,65,140,48,104,2,0,0,0,125,1,0
de.progra.charting.DefaultChart,class,8,12,4,8,13,3,0,33,15,0.9166666,0.0,0.0,6,0,5,0,1,0,6,0,0,0,2,2,2,0,0,0,0,0,0,62,1,1,5,0,8,0,14,16,13,14,2,0,0,0,90,1,0
fr.pingtimeout.jtail.gui.action.IndexFileAction,class,13,17,4,13,11,3,0,18,0,0.5,0.0,0.0,3,0,3,0,0,0,3,0,0,0,4,2,0,4,0,0,4,0,8,63,2,1,2,2,1,9,1,15,0,12,1,0,0,0,66,1,3
framework.util.StringUtils,class,7,26,19,7,75,1,0,59,561,0.9705882,0.0,0.0,34,33,33,0,1,0,34,0,0,0,8,8,0,8,0,0,7,0,36,232,43,11,18,1,4,29,17,77,9,59,4,0,0,0,260,17,2
freemind.extensions.ExportHook,class,11,12,1,11,19,4,0,42,15,0.8333333,0.0,0.0,6,1,2,0,4,0,6,0,0,0,1,0,0,1,0,0,0,0,9,107,10,0,8,2,2,19,1,25,13,22,2,0,1,0,77,1,0
glengineer.blocks.Block,class,7,20,13,7,22,2,2,10,25,0.45454547,0.0,0.0,11,0,11,0,0,0,11,3,0,0,1,0,0,0,1,0,0,0,1,61,5,1,1,2,0,20,5,20,9,8,1,0,0,0,113,1025,0
gnu.trove.impl.hash.TCharHash,class,5,6,1,5,42,2,0,9,0,0.64285713,0.0,0.0,14,0,7,0,4,3,14,0,0,0,4,1,1,0,2,1,1,0,4,142,18,3,23,0,4,1,24,39,10,25,3,0,0,0,158,1025,0
gnu.trove.impl.hash.TFloatCharHash,class,5,6,1,5,56,2,0,16,13,0.7,0.0,0.0,18,0,10,0,5,3,18,0,0,0,5,1,1,0,3,1,1,0,0,209,25,5,31,0,7,1,35,68,17,34,4,0,0,0,173,1025,0
httpanalyzer.Password,class,3,7,4,3,37,1,0,17,7,0.8051948,0.0,0.0,7,7,2,5,0,0,2,0,0,0,11,11,0,11,0,0,0,0,23,171,2,18,2,1,17,2,1039,85,48,50,3,0,0,0,115,1,0
ipac.BinaryCalculate,class,3,7,4,3,62,1,0,28,7,0.6590909,0.0,0.0,11,0,4,7,0,0,4,0,0,0,12,0,0,0,0,12,0,0,15,281,8,12,19,1,3,93,91,174,76,62,5,0,0,0,253,1,0
jahuwaldt.plot.PlotAxis,class,5,15,10,5,41,1,2,9,288,0.9222689,0.0,0.0,28,0,24,0,4,0,28,3,0,0,14,5,4,1,9,0,5,0,2,129,12,0,4,1,2,2,11,49,4,27,2,0,0,0,219,1025,0
jaw.entrada.Abrir,class,8,10,2,8,14,3,0,16,0,0.625,0.0,0.0,4,0,2,2,0,0,2,0,0,0,4,2,4,0,0,0,2,0,4,86,1,0,5,2,0,12,2,8,0,7,2,0,2,0,32,1,0
jaw.entrada.Salvar,class,8,9,1,8,22,3,0,21,0,0.0,,,1,0,1,0,0,0,1,0,0,0,7,3,5,2,0,0,3,0,4,99,3,0,11,3,1,16,3,20,0,11,4,0,2,0,44,1,0
lotus.core.Game,class,8,19,11,8,17,1,0,8,4,0.6666667,0.0,0.0,5,5,5,0,0,0,5,0,0,0,6,6,6,0,0,0,0,0,5,50,5,3,2,0,0,0,2,15,0,8,2,0,0,0,34,1,0
net.kencochrane.a4j.file.FileUtil,class,4,8,4,4,106,1,0,40,208,0.76,0.0,0.0,25,0,25,0,0,0,25,0,0,0,2,0,0,0,2,0,0,0,7,613,70,0,24,19,0,51,11,160,27,132,4,0,0,0,90,1,0
net.sf.javaml.core.AbstractInstance,class,5,9,4,5,30,1,2,5,112,0.86764705,0.0,0.0,17,0,15,0,2,0,17,0,0,0,4,2,0,3,0,1,2,0,1,113,18,9,4,0,0,0,11,24,8,23,1,0,1,0,43,1025,0
net.sf.javaml.core.DefaultDataset,class,6,22,16,6,41,4,0,36,190,0.8888889,0.0,0.0,21,0,18,3,0,0,18,0,0,6,3,1,0,3,0,0,1,0,2,129,15,9,5,0,1,0,23,28,5,20,3,0,0,0,95,1,0
net.sf.javaml.core.Fold,class,8,11,3,8,35,1,0,11,456,0.84375,0.0,0.0,32,0,32,0,0,0,32,0,0,0,2,0,0,2,0,0,0,0,0,149,14,3,0,0,0,18,1,7,0,6,1,0,1,0,63,0,0
net.sf.javaml.core.SparseInstance,class,4,10,6,4,47,2,0,31,0,0.67741936,0.0,0.0,31,0,30,1,0,0,30,0,0,0,4,1,0,4,0,0,1,0,6,153,25,3,9,0,4,3,20,25,9,16,2,0,0,0,80,1,0
net.sf.lavalamp.device.TimeOfDay,class,1,7,6,1,14,1,0,5,0,0.125,0.0,0.0,8,0,8,0,0,0,8,0,0,0,2,0,0,2,0,0,0,0,0,40,12,0,4,0,0,1,6,6,3,4,1,0,0,0,27,1,0
net.sf.xbus.base.core.MessageHandler,class,5,9,4,5,18,1,0,21,4,0.6666667,0.0,0.0,5,1,3,2,0,0,3,0,0,0,3,2,0,3,0,0,1,0,4,104,5,3,7,1,2,9,5,31,4,21,3,0,1,0,105,1,1
net.sourceforge.jwbf.mediawiki.actions.editing.MovePage,class,16,17,1,16,32,2,0,30,3,0.64285713,0.0,0.0,6,0,3,3,0,0,3,0,0,0,7,0,0,7,0,0,6,0,5,104,6,0,10,1,4,47,4,17,11,14,3,0,0,0,134,1,9
org.apache.commons.cli.Option,class,3,25,22,3,83,1,0,33,724,0.88301283,0.0,0.0,48,2,39,4,0,5,44,0,0,0,13,3,2,11,0,0,4,0,2,308,36,1,21,1,5,13,18,38,6,20,3,0,1,0,293,1,0
org.apache.commons.collections4.list.TreeList,class,5,7,2,5,25,3,0,15,0,0.375,0.0,0.0,16,0,15,1,0,0,15,0,0,0,2,0,0,2,0,0,0,0,0,564,13,0,4,0,0,2,13,15,4,7,1,0,2,0,196,1,0
org.apache.commons.collections4.sequence.SequencesComparator,class,9,11,2,9,47,1,0,13,0,0.33333334,0.0,0.0,6,0,3,3,0,0,3,0,0,0,5,0,0,5,0,0,5,0,0,135,5,8,14,0,1,1,30,36,54,26,4,0,1,0,194,1,0
org.apache.commons.lang3.Conversion,class,5,6,1,5,309,1,0,19,859,0.9523811,0.0,0.0,42,42,42,0,0,0,42,0,0,0,16,16,0,16,0,0,16,0,24,763,152,28,60,0,79,45,334,157,263,131,3,0,0,0,199,1,0
org.apache.commons.lang3.LocaleUtils,class,2,3,1,2,54,1,0,27,78,0.9230769,0.0,0.0,13,12,9,4,0,0,9,0,0,0,2,2,0,2,0,0,2,0,22,149,20,2,15,0,2,9,25,22,7,16,3,0,1,0,174,1,0
org.apache.commons.lang3.Validate,class,2,8,6,2,107,1,0,36,1263,0.97647077,0.0,0.0,51,50,51,0,0,0,51,0,0,0,20,20,0,20,0,0,20,0,72,274,22,2,6,0,0,26,15,25,0,25,2,0,0,6,238,1,0
org.apache.commons.lang3.builder.CompareToBuilder,class,12,13,1,12,140,1,0,49,3,0.29032257,0.0,0.0,31,6,29,2,0,0,29,0,0,0,1,0,0,1,0,0,0,0,21,410,88,11,73,1,1,6,81,59,0,17,3,0,0,0,243,1,0
org.apache.commons.lang3.builder.HashCodeBuilder,class,15,17,2,15,82,1,0,56,160,0.7222222,0.0,0.0,36,11,30,4,0,2,32,0,0,0,5,3,0,5,0,0,4,0,23,278,31,11,17,2,5,5,12,36,31,12,4,0,0,0,294,1,0
org.apache.commons.lang3.time.DateUtils,class,6,7,1,6,169,1,0,47,1828,0.98087424,0.0,0.0,61,60,53,8,0,0,53,0,0,0,12,12,11,1,0,0,12,0,91,552,64,5,59,1,7,15,63,89,26,52,6,0,2,0,441,1,0
org.apache.commons.lang3.time.DurationFormatUtils,class,3,5,2,3,77,1,0,34,58,0.8229167,0.0,0.0,12,11,9,1,0,2,11,0,0,0,8,8,1,0,0,7,8,0,37,365,11,12,16,0,4,31,53,120,28,42,4,0,1,0,276,1,0
org.apache.commons.lang3.time.FastDateFormat,class,7,10,3,7,42,2,0,29,218,0.8780488,0.0,0.0,41,17,38,0,3,0,41,0,0,0,8,6,4,4,0,0,8,0,1,143,40,0,0,0,1,4,1,9,1,9,1,1,0,0,244,1,0
org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,class,7,9,2,7,44,1,0,5,4,0.55,0.0,0.0,4,0,2,2,0,0,2,0,0,0,5,1,0,5,0,0,5,0,0,151,5,6,32,0,6,0,4132,35,23,32,3,0,0,0,156,1,0
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,class,15,16,1,15,33,1,0,22,5,0.7,0.0,0.0,6,1,6,0,0,0,6,0,0,0,5,2,0,5,0,0,3,0,1,173,3,16,2,0,3,0,38,74,17,54,4,0,1,0,262,1,0
org.apache.commons.math3.linear.RectangularCholeskyDecomposition,class,6,6,0,6,17,1,0,5,2,0.5,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,1,0,1,79,2,8,2,0,0,0,11,41,9,28,4,0,0,0,155,1,0
org.apache.commons.math3.optim.univariate.BrentOptimizer,class,7,9,2,7,41,3,0,15,4,0.625,0.0,0.0,4,0,2,1,1,0,3,0,0,0,4,2,0,4,0,0,4,0,0,178,6,1,4,0,12,0,19,75,43,31,6,0,0,0,176,1,0
org.apache.commons.math3.util.MathUtils,class,8,46,38,8,49,1,0,9,120,0.96875,0.0,0.0,16,15,15,1,0,0,15,0,0,0,2,2,2,0,0,0,2,0,8,95,15,1,6,0,10,0,24,5,12,5,2,0,0,0,163,17,0
org.apache.lucene.search.exposed.compare.NamedCollatorComparator,class,6,12,6,6,22,1,0,7,20,0.72307694,0.0,0.0,13,0,13,0,0,0,13,0,0,0,5,0,0,5,0,0,2,0,1,62,11,0,4,0,1,5,9,12,3,5,1,0,0,0,61,1,0
org.exolab.jms.net.socket.SocketRequestInfo,class,6,41,35,6,28,2,1,17,36,0.7538462,0.0,0.0,13,0,11,1,1,0,12,0,0,0,5,2,0,5,0,0,2,0,3,88,6,0,8,2,1,4,1,19,1,13,2,0,0,0,158,1,0
org.firebirdsql.jdbc.FBProcedureCall,class,4,11,7,4,62,2,0,33,0,0.58823526,0.0,0.0,17,0,16,1,0,0,16,0,0,0,4,1,1,3,0,0,1,0,2,154,18,5,18,1,4,9,28,36,17,21,3,0,1,0,170,1,0
org.fixsuite.message.view.TreeView,class,12,15,3,12,43,11,0,53,55,0.85,0.0,0.0,14,0,6,8,0,0,6,0,0,0,10,1,0,10,0,0,1,0,5,231,1,7,2,0,9,12,13,24,2,24,4,0,2,0,89,1,0
org.javathena.login.UserManagement,class,19,29,10,19,224,1,0,213,1891,0.92297983,0.0,0.0,66,65,59,7,0,0,60,0,0,8,12,12,0,12,0,0,0,0,332,992,55,15,67,5,24,104,445,259,94,172,5,0,0,0,259,1,0
org.javathena.login.parse.FromClient,class,9,13,4,9,25,1,0,19,1,0.54545456,0.0,0.0,2,0,2,0,0,0,2,0,0,0,11,11,11,0,0,0,11,0,20,90,10,0,0,0,1,10,37,15,2,14,2,0,0,0,55,1,0
org.jdom2.output.XMLOutputter,class,13,40,27,13,61,3,0,32,140,0.6515152,0.0,0.0,44,1,43,1,0,0,43,0,30,0,3,1,0,3,0,0,1,0,11,264,17,1,2,11,1,20,0,18,2,14,2,0,1,0,326,17,0
org.jdom2.util.NamespaceStack,class,7,9,2,7,39,1,0,19,0,0.63736266,0.0,0.0,13,2,10,3,0,0,10,0,3,0,7,4,0,7,0,0,4,0,13,233,17,3,12,0,1,1,41,44,11,23,3,1,4,0,292,17,0
org.jfree.chart.renderer.GrayPaintScale,class,4,5,1,4,18,1,0,4,0,0.4333333,0.0,0.0,10,0,10,0,0,0,10,0,0,0,3,0,0,3,0,0,0,0,4,66,12,0,4,0,4,2,8,11,6,7,1,0,0,0,79,1,0
org.jfree.data.category.DefaultIntervalCategoryDataset,class,9,11,2,9,91,3,0,24,324,0.7734375,0.0,0.0,32,2,29,3,0,0,29,0,0,0,4,0,0,4,0,0,0,0,19,303,36,6,20,0,19,49,38,55,20,37,4,0,0,0,175,1,0
org.jfree.data.time.TimeSeries,class,9,14,5,9,154,2,0,80,901,0.87931037,0.0,0.0,58,0,51,5,0,2,53,0,0,0,11,3,0,7,4,0,3,0,34,598,56,9,19,2,11,35,60,146,34,96,3,0,0,0,403,1,0
org.joda.time.DateTimeZone,class,18,97,79,18,158,1,7,84,957,0.9429349,0.0,0.0,46,20,36,8,2,0,38,7,4,0,8,7,2,6,0,0,8,0,54,615,64,1,53,11,13,35,43,114,46,78,4,0,2,0,548,1025,0
org.joda.time.MutableDateTime,class,24,34,10,24,119,5,0,76,3474,0.9801587,0.0,0.0,84,5,84,0,0,0,84,0,0,0,9,7,6,3,0,0,7,0,14,442,29,0,25,1,3,9,20,35,2,26,2,0,1,0,376,1,0
org.joda.time.Period,class,24,46,22,24,118,3,0,52,3655,0.99418604,0.0,0.0,86,11,84,2,0,0,84,0,0,0,2,2,1,1,0,0,2,0,44,465,74,2,26,0,62,17,85,90,47,46,2,0,0,0,467,17,0
org.joda.time.chrono.BasicMonthOfYearDateTimeField,class,13,18,5,13,46,4,1,39,0,0.73333335,0.0,0.0,18,0,16,1,0,1,17,0,0,0,5,2,0,5,0,0,5,0,9,193,24,1,11,0,13,2,36,68,43,46,2,0,0,0,133,0,0
org.joda.time.format.DateTimeFormatter,class,23,56,33,23,98,1,0,48,683,0.75,0.0,0.0,50,0,42,5,0,3,45,0,0,0,8,0,0,8,0,0,8,0,16,362,39,0,26,9,6,4,14,83,2,55,3,0,0,0,353,1,0
org.jsecurity.util.AntPathMatcher,class,4,7,3,4,90,1,0,11,22,0.75,0.0,0.0,8,0,6,1,1,0,7,0,0,0,2,1,1,1,0,0,1,0,4,250,33,22,29,0,11,9,41,61,25,48,5,0,0,0,181,1,0
org.jsecurity.web.filter.authc.BasicHttpAuthenticationFilter,class,7,9,2,7,26,8,0,24,77,0.85714287,0.0,0.0,14,0,6,0,8,0,14,0,0,0,6,3,0,4,2,0,3,0,4,88,15,0,6,0,0,10,7,22,2,18,1,0,0,0,275,1,2
org.objectweb.asm.jip.commons.LocalVariablesSorter,class,6,10,4,6,51,2,1,18,37,0.8181818,0.0,0.0,11,0,7,2,2,0,9,0,0,0,6,1,0,4,2,0,2,0,9,179,5,3,15,0,1,2,29,56,9,27,2,0,0,0,157,1,0
org.quickserver.util.xmlreader.QuickServerConfig,class,14,19,5,14,44,2,0,51,122,0.8823529,0.0,0.0,17,0,16,0,1,0,17,0,0,0,7,0,0,7,0,0,0,0,1,115,9,0,27,0,0,65,0,12,40,8,2,0,0,0,143,1,0
org.scribe.model.Request,class,6,12,6,6,38,1,1,35,235,0.8741259,0.0,0.0,26,0,20,1,0,5,25,0,0,0,11,1,0,11,0,0,1,0,7,133,13,1,4,4,1,13,0,19,2,15,1,0,0,0,155,0,0
org.scribe.model.Verifier,class,1,7,6,1,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,10,1,0,0,0,0,1,0,1,0,1,0,0,0,0,17,1,0
org.tartarus.snowball.ext.italianStemmer,class,4,5,1,4,166,3,0,22,69,0.90178573,0.0,0.0,14,0,3,11,0,0,3,0,0,0,16,13,0,16,0,0,13,0,0,702,34,46,8,0,29,416,526,135,37,47,8,0,0,0,108,1,0
simulator.CA.ConsumerAgent,class,41,56,15,41,74,3,0,92,24,0.8153847,0.0,0.0,13,0,2,8,3,0,5,0,0,0,20,6,2,13,5,0,6,0,12,392,7,19,11,5,22,46,64,124,22,95,6,1,2,0,213,1,13
src.Purchase,class,4,4,0,4,38,2,0,29,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,124,0,0,5,1,11,26,4,20,5,20,3,0,0,0,55,1,0
src.VassalRebellion,class,3,4,1,3,6,2,0,11,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,27,0,0,0,0,6,0,9,5,9,5,3,0,0,0,17,1,0
twitter4j.OEmbedRequest,class,4,7,3,4,53,1,0,18,118,0.7866668,0.0,0.0,25,0,22,2,0,1,23,0,0,0,12,1,0,12,0,0,3,0,4,147,26,0,23,0,12,23,28,42,23,16,1,0,2,0,66,17,0
twitter4j.TwitterBaseImpl,class,29,31,2,29,83,1,1,75,240,0.82716054,0.0,0.0,36,0,25,5,0,6,31,0,3,9,9,2,0,5,0,4,2,0,2,308,27,3,25,0,7,18,11,66,11,38,4,2,0,0,209,1024,0
uk.me.jockmacmad.jstate.state.Transition,class,7,10,3,7,21,1,0,8,34,0.7333334,0.0,0.0,12,0,11,0,1,0,12,0,10,0,5,0,0,5,0,0,5,0,3,71,8,2,0,0,4,0,0,14,0,9,3,0,0,0,120,1,0
visu.handball.moves.actions.CreateMovePdfAction,class,8,12,4,8,13,3,0,31,3,0.0,0.0,0.0,3,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,19,69,2,1,5,1,0,14,7,12,3,11,5,1,0,0,44,1,0
