class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
org.apache.commons.lang3.builder.HashCodeBuilder,class,15,17,2,15,82,1,0,56,160,0.7222222,0.0,0.0,36,11,30,4,0,2,32,0,0,0,5,3,0,5,0,0,4,0,23,278,31,11,17,2,5,5,12,36,31,12,4,0,0,0,294,1,0
org.apache.commons.math3.analysis.FunctionUtils,class,15,40,25,15,25,1,0,3,231,0.0,0.0,0.0,22,21,21,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,441,21,1,0,0,1,0,2,4,4,3,1,19,0,0,172,1,0
org.apache.commons.math3.fraction.ProperFractionFormat,class,5,7,2,5,17,5,0,23,15,0.78571427,0.0,0.0,7,0,7,0,0,0,7,0,0,0,2,1,0,2,0,0,1,0,5,89,11,0,6,0,2,1,9,17,4,15,1,0,0,0,114,1,0
org.apache.commons.math3.geometry.euclidean.threed.Rotation,class,9,14,5,9,127,1,0,32,128,0.6458333,0.0,0.0,32,2,28,4,0,0,28,0,0,0,6,2,1,5,0,0,6,0,8,529,49,1,35,0,141,0,393,238,472,150,3,0,0,0,577,1,0
org.apache.commons.math3.linear.SchurTransformer,class,9,11,2,9,54,1,0,20,0,0.6857143,0.0,0.0,10,0,3,6,0,1,4,0,0,0,7,1,0,7,0,0,4,0,2,259,6,15,14,0,8,0,114,133,155,53,4,0,1,0,193,0,0
org.jfree.data.time.TimeSeries,class,9,14,5,9,154,2,0,80,901,0.87931037,0.0,0.0,58,0,51,5,0,2,53,0,0,0,11,3,0,7,4,0,3,0,34,598,56,9,19,2,11,35,60,146,34,96,3,0,0,0,403,1,0
org.joda.time.chrono.BasicMonthOfYearDateTimeField,class,13,18,5,13,46,4,1,39,0,0.73333335,0.0,0.0,18,0,16,1,0,1,17,0,0,0,5,2,0,5,0,0,5,0,9,193,24,1,11,0,13,2,36,68,43,46,2,0,0,0,133,0,0
org.joda.time.format.DateTimeFormatter,class,23,56,33,23,98,1,0,48,683,0.75,0.0,0.0,50,0,42,5,0,3,45,0,0,0,8,0,0,8,0,0,8,0,16,362,39,0,26,9,6,4,14,83,2,55,3,0,0,0,353,1,0
org.jsecurity.util.AntPathMatcher,class,4,7,3,4,90,1,0,11,22,0.75,0.0,0.0,8,0,6,1,1,0,7,0,0,0,2,1,1,1,0,0,1,0,4,250,33,22,29,0,11,9,41,61,25,48,5,0,0,0,181,1,0
org.objectweb.asm.jip.ClassReader,class,20,32,12,20,363,1,0,78,0,0.85459185,0.0,0.0,28,1,19,7,1,1,21,0,0,0,14,9,6,3,0,5,14,0,13,1326,33,65,91,0,39,34,476,524,210,161,9,0,0,0,431,1,0
org.templateit.WorkbookParser,class,20,23,3,20,30,1,0,50,2,0.55,0.0,0.0,5,0,3,2,0,0,3,0,0,0,4,1,0,4,0,0,3,0,7,116,2,5,10,0,1,20,5,34,9,30,8,0,0,0,67,0,8
twitter4j.TwitterImpl,class,56,57,1,56,336,2,0,149,33329,0.99253535,0.0,0.0,259,1,238,20,0,1,239,0,0,0,15,4,0,15,0,0,14,0,25,1212,264,5,35,14,4,532,71,97,212,74,3,1,0,0,368,0,4
umd.cs.shop.JSTerm,class,7,20,13,7,114,5,0,49,0,0.48863637,0.0,0.0,22,0,19,1,0,2,21,0,0,0,4,0,0,4,0,0,0,0,34,438,56,10,25,1,14,56,42,72,12,52,5,0,0,0,84,1,0
