class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
com.soops.CEN4010.JMCA.JParser.JavaParser,class,12,18,6,12,3301,3,0,471,95300,0.9725393,0.0,0.0,465,1,121,344,0,0,121,0,455,0,11,0,3,5,0,3,1,0,0,10731,899,91,150,151,140,18,326,866,2,360,16,0,2,0,559,1,0
com.yahoo.platform.yui.compressor.JavaScriptCompressor,class,8,12,4,8,269,1,0,89,165,0.8440546,0.0,0.0,27,9,2,25,0,0,3,0,0,0,19,9,0,13,0,6,9,0,24,965,18,27,136,0,22,212,125,174,65,115,6,0,0,0,211,1,0
de.beiri22.stringincrementor.StringIncrementor,class,6,9,3,6,20,1,0,25,6,0.0,0.0,0.0,4,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,79,4,4,6,0,3,9,23,22,27,17,3,0,0,0,34,1,0
de.beiri22.stringincrementor.helper.IndexedString,class,3,6,3,3,13,1,0,3,0,0.16666667,0.0,0.0,3,0,2,1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,50,3,5,4,0,0,0,14,19,3,17,3,0,0,0,21,17,0
de.devcity.parseargs.ArgsParser,class,4,7,3,4,47,1,0,10,0,0.5555556,0.0,0.0,9,0,9,0,0,0,9,0,0,0,4,2,2,2,0,0,2,0,0,130,13,7,15,0,14,6,33,40,16,27,8,0,0,0,47,1,0
fi.vtt.noen.mfw.bundle.probe.shared.ProbeInformation,class,2,15,13,2,29,1,0,4,0,0.6057693,0.0,0.0,13,0,13,0,0,0,13,0,0,0,8,0,0,8,0,0,8,0,1,73,21,0,22,0,5,8,12,16,14,10,1,0,0,0,99,1,0
framework.util.StringUtils,class,7,26,19,7,75,1,0,59,561,0.9705882,0.0,0.0,34,33,33,0,1,0,34,0,0,0,8,8,0,8,0,0,7,0,36,232,43,11,18,1,4,29,17,77,9,59,4,0,0,0,260,17,2
ghm.follow.search.SearchableTextPane,class,4,12,8,4,25,6,0,34,34,0.8611111,0.0,0.0,9,0,6,3,0,0,6,0,0,0,4,0,0,4,0,0,1,0,4,112,5,3,8,2,3,2,13,37,4,26,4,0,0,0,135,1,0
gnu.trove.list.linked.TDoubleLinkedList,class,11,14,3,11,194,1,0,57,2067,0.8266667,0.0,0.0,75,5,68,3,0,4,72,0,0,0,4,0,0,0,0,4,0,0,38,666,79,45,19,0,7,21,45,166,28,109,3,1,2,0,167,1,0
gnu.trove.map.hash.TByteFloatHashMap,class,21,27,6,21,93,5,0,52,360,0.7375,0.0,0.0,40,0,36,1,3,0,39,0,0,0,2,1,0,0,1,1,1,0,10,800,34,17,21,1,6,2,38,109,4,81,3,1,5,0,178,1,0
gnu.trove.map.hash.TByteObjectHashMap,class,15,22,7,15,87,8,0,51,318,0.8263889,0.0,0.0,36,0,32,1,3,0,35,0,0,0,4,1,0,1,2,1,2,0,5,645,32,16,20,2,4,12,32,92,2,70,4,2,4,0,169,1,0
ioproject.server.network.ClientGroup,class,3,16,13,3,30,1,1,18,0,0.47916666,0.0,0.0,12,0,7,0,0,5,12,0,0,9,4,0,0,4,0,0,0,0,1,94,13,4,6,0,0,0,0,14,0,10,2,0,0,0,123,1,0
ipac.BinaryCalculate,class,3,7,4,3,62,1,0,28,7,0.6590909,0.0,0.0,11,0,4,7,0,0,4,0,0,0,12,0,0,0,0,12,0,0,15,281,8,12,19,1,3,93,91,174,76,62,5,0,0,0,253,1,0
jigl.image.levelSetTool.LevelSetNudge,class,7,9,2,7,64,1,0,9,0,0.6481482,0.0,0.0,6,0,3,0,3,0,6,0,0,0,18,5,5,13,0,0,5,0,2,219,2,10,10,0,12,0,2269,119,109,48,6,0,0,0,165,1,0
jigl.image.ops.ConnectedComponents,class,6,6,0,6,39,2,0,7,0,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,4,2,2,2,0,0,2,0,0,94,1,8,18,0,16,0,97,42,14,18,9,0,0,0,67,1,0
jipa.Main,class,4,5,1,4,78,1,0,40,54,0.77777773,0.0,0.0,12,12,12,0,0,0,12,0,0,0,3,3,3,0,0,0,0,0,93,241,19,8,18,2,2,6,110,55,18,26,4,0,1,0,84,1,0
mindbright.ssh.SSHSCPGUIThread,class,7,12,5,7,50,1,0,38,53,0.8492064,0.0,0.0,14,3,10,1,0,3,13,0,0,0,21,0,0,0,0,21,0,0,11,324,8,6,14,0,18,22,91,135,34,67,3,2,0,0,114,17,0
net.kencochrane.a4j.file.FileUtil,class,4,8,4,4,106,1,0,40,208,0.76,0.0,0.0,25,0,25,0,0,0,25,0,0,0,2,0,0,0,2,0,0,0,7,613,70,0,24,19,0,51,11,160,27,132,4,0,0,0,90,1,0
nu.staldal.lagoon.LagoonCLI,class,5,7,2,5,47,1,0,32,1,0.5555556,,,3,3,1,2,0,0,1,0,0,0,3,3,0,3,0,0,1,0,28,180,9,3,7,5,2,44,21,38,18,31,5,0,0,0,83,1,0
nu.staldal.lagoon.LagoonGUI,class,11,17,6,11,52,5,0,47,112,0.8581314,0.0,0.0,17,3,8,8,0,1,9,0,0,0,17,1,0,17,0,0,1,0,9,276,3,0,13,7,3,62,10,53,12,48,4,5,0,0,129,1,0
org.apache.commons.cli.HelpFormatter,class,6,13,7,6,104,1,0,65,790,0.97018975,0.0,0.0,41,0,33,3,5,0,38,0,0,0,18,8,16,1,1,0,8,0,6,339,22,8,30,1,2,23,31,70,14,51,3,0,1,0,267,1,0
org.apache.commons.codec.language.DoubleMetaphone,class,5,7,2,5,262,1,0,52,701,0.9692983,0.0,0.0,38,1,9,27,2,0,11,0,0,0,6,5,0,6,0,0,5,0,97,723,54,3,62,0,29,234,327,83,144,13,3,0,1,0,193,1,0
org.apache.commons.collections4.list.TreeList,class,5,7,2,5,25,3,0,15,0,0.375,0.0,0.0,16,0,15,1,0,0,15,0,0,0,2,0,0,2,0,0,0,0,0,564,13,0,4,0,0,2,13,15,4,7,1,0,2,0,196,1,0
org.apache.commons.lang3.BooleanUtils,class,3,7,4,3,172,1,0,16,820,0.0,0.0,0.0,41,40,41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,15,369,79,3,94,3,19,34,34,20,0,19,2,0,0,0,176,1,0
org.apache.commons.lang3.Conversion,class,5,6,1,5,309,1,0,19,859,0.9523811,0.0,0.0,42,42,42,0,0,0,42,0,0,0,16,16,0,16,0,0,16,0,24,763,152,28,60,0,79,45,334,157,263,131,3,0,0,0,199,1,0
org.apache.commons.lang3.LocaleUtils,class,2,3,1,2,54,1,0,27,78,0.9230769,0.0,0.0,13,12,9,4,0,0,9,0,0,0,2,2,0,2,0,0,2,0,22,149,20,2,15,0,2,9,25,22,7,16,3,0,1,0,174,1,0
org.apache.commons.lang3.Validate,class,2,8,6,2,107,1,0,36,1263,0.97647077,0.0,0.0,51,50,51,0,0,0,51,0,0,0,20,20,0,20,0,0,20,0,72,274,22,2,6,0,0,26,15,25,0,25,2,0,0,6,238,1,0
org.apache.commons.lang3.builder.HashCodeBuilder,class,15,17,2,15,82,1,0,56,160,0.7222222,0.0,0.0,36,11,30,4,0,2,32,0,0,0,5,3,0,5,0,0,4,0,23,278,31,11,17,2,5,5,12,36,31,12,4,0,0,0,294,1,0
org.apache.commons.lang3.text.StrBuilder,class,10,17,7,10,410,4,0,86,4662,0.8322148,0.0,0.0,149,0,144,3,2,0,146,0,0,0,6,2,0,3,2,1,2,0,43,1385,210,37,89,0,27,20,222,210,116,126,4,0,3,0,553,1,0
org.apache.commons.lang3.time.DateUtils,class,6,7,1,6,169,1,0,47,1828,0.98087424,0.0,0.0,61,60,53,8,0,0,53,0,0,0,12,12,11,1,0,0,12,0,91,552,64,5,59,1,7,15,63,89,26,52,6,0,2,0,441,1,0
org.apache.commons.math3.analysis.FunctionUtils,class,15,40,25,15,25,1,0,3,231,0.0,0.0,0.0,22,21,21,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,441,21,1,0,0,1,0,2,4,4,3,1,19,0,0,172,1,0
org.apache.commons.math3.fraction.Fraction,class,6,10,4,6,79,2,0,23,163,0.9354838,0.0,0.0,31,1,29,2,0,0,29,0,0,0,18,16,14,4,0,0,18,0,9,275,33,1,26,0,15,2,73,81,30,50,3,0,0,0,260,1,0
org.apache.commons.math3.geometry.euclidean.threed.Rotation,class,9,14,5,9,127,1,0,32,128,0.6458333,0.0,0.0,32,2,28,4,0,0,28,0,0,0,6,2,1,5,0,0,6,0,8,529,49,1,35,0,141,0,393,238,472,150,3,0,0,0,577,1,0
org.apache.commons.math3.linear.MatrixUtils,class,38,71,33,38,120,3,0,47,666,1.0,0.0,0.0,37,36,35,2,0,0,35,0,0,0,2,2,2,0,0,0,2,0,20,424,24,22,36,2,19,6,74,92,23,89,4,0,2,0,337,1,0
org.apache.lucene.search.exposed.ExposedTimSort,class,4,6,2,4,155,1,0,19,0,0.7117647,0.0,0.0,17,9,2,15,0,0,2,0,0,0,10,3,0,10,0,0,7,0,31,429,15,21,41,0,15,6,199,164,109,64,4,0,0,0,437,1,0
org.databene.jdbacl.DBUtil,class,39,73,34,39,141,1,0,138,1413,0.9506173,0.0,0.0,54,53,50,3,1,0,51,0,0,0,3,3,0,3,0,0,3,0,94,462,53,11,29,19,6,58,34,109,23,78,9,0,0,0,236,1,9
org.javathena.login.Login,class,22,37,15,22,156,3,0,167,478,0.9316374,0.0,0.0,37,17,36,1,0,0,36,0,0,0,17,12,7,6,4,0,8,0,282,608,23,9,31,8,4,231,140,68,49,45,5,0,3,0,263,1,0
org.jdom2.Verifier,class,6,12,6,6,171,1,0,38,672,0.93333334,0.0,0.0,40,39,37,3,0,0,37,0,3,0,12,12,0,12,0,0,12,0,41,402,115,10,69,1,23,64,1328,66,39,50,4,0,0,0,352,17,0
org.jfree.chart.plot.ValueMarker,class,3,7,4,3,10,2,0,2,0,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,37,6,0,2,0,1,0,1,4,0,2,1,0,0,0,66,1,0
org.jfree.chart.plot.XYPlot,class,46,96,50,46,659,2,2,351,24641,0.9760519,0.0,0.0,230,0,205,10,15,0,220,0,0,0,63,7,5,57,1,0,6,0,63,2457,185,78,207,0,12,43,120,526,33,350,5,0,0,0,583,1,0
org.jfree.data.time.TimeSeries,class,9,14,5,9,154,2,0,80,901,0.87931037,0.0,0.0,58,0,51,5,0,2,53,0,0,0,11,3,0,7,4,0,3,0,34,598,56,9,19,2,11,35,60,146,34,96,3,0,0,0,403,1,0
org.joda.time.DateTimeZone,class,18,97,79,18,158,1,7,84,957,0.9429349,0.0,0.0,46,20,36,8,2,0,38,7,4,0,8,7,2,6,0,0,8,0,54,615,64,1,53,11,13,35,43,114,46,78,4,0,2,0,548,1025,0
org.joda.time.MutableDateTime,class,24,34,10,24,119,5,0,76,3474,0.9801587,0.0,0.0,84,5,84,0,0,0,84,0,0,0,9,7,6,3,0,0,7,0,14,442,29,0,25,1,3,9,20,35,2,26,2,0,1,0,376,1,0
org.joda.time.base.BasePeriod,class,20,23,3,20,59,2,2,53,205,0.775,0.0,0.0,30,0,4,3,23,0,27,0,0,0,4,2,0,4,0,0,4,0,37,260,8,4,22,0,3,12,23,89,4,48,3,1,0,0,258,1025,0
org.joda.time.format.DateTimeFormatterBuilder,class,26,38,12,26,133,5,0,57,2830,0.94078946,0.0,0.0,76,3,65,8,0,3,68,0,0,0,2,0,0,2,0,0,0,0,49,1625,84,4,28,0,6,19,39,40,7,27,4,0,14,0,534,1,0
org.joda.time.format.PeriodFormatterBuilder,class,14,17,3,14,99,5,0,23,979,0.95662856,0.0,0.0,47,2,38,9,0,0,38,0,0,0,26,17,0,26,0,0,17,0,4,1343,50,2,34,0,3,7,45,65,5,43,2,0,10,0,495,1,0
org.joda.time.tz.ZoneInfoCompiler,class,18,22,4,18,113,1,0,90,108,0.8125,0.0,0.0,16,12,4,2,0,10,14,0,0,0,6,2,0,4,0,2,0,0,31,683,23,13,30,4,4,57,41,99,17,77,4,0,4,0,243,1,0
org.mozilla.javascript.Parser,class,17,22,5,17,429,4,0,190,325,0.8780663,0.0,0.0,66,1,6,50,1,9,16,0,1,0,19,1,0,14,0,5,1,0,14,1862,98,24,127,16,20,138,37,399,3,225,7,0,1,0,287,1,3
org.objectweb.asm.jip.MethodWriter,class,16,22,6,16,485,1,0,57,21,0.8816811,0.0,0.0,43,6,24,10,0,9,33,0,2,0,57,12,0,41,0,16,17,0,54,1654,20,47,213,0,92,37,442,472,176,193,6,0,0,0,429,0,0
org.quickserver.net.client.monitoring.HostMonitoringService,class,5,8,3,5,51,1,0,47,177,0.8838384,0.0,0.0,22,9,22,0,0,0,23,0,0,0,9,3,0,9,0,0,1,0,6,221,8,3,19,3,1,11,4,37,10,26,8,1,0,0,68,1,0
org.scribe.model.Response,class,2,7,5,2,15,1,0,16,14,0.73333335,0.0,0.0,9,0,5,3,0,1,6,0,0,0,5,1,0,5,0,0,1,0,1,48,8,1,1,1,0,1,4,8,0,6,1,0,0,0,61,1,0
org.tartarus.snowball.ext.englishStemmer,class,4,5,1,4,208,3,0,29,121,0.9196676,0.0,0.0,19,0,3,16,0,0,3,0,0,0,19,16,0,19,0,0,16,0,0,862,64,55,12,0,27,270,351,146,41,63,6,0,0,0,113,1,0
org.tartarus.snowball.ext.turkishStemmer,class,4,5,1,4,481,3,0,52,890,0.9715909,0.0,0.0,44,0,3,41,0,0,3,0,0,0,36,34,0,36,0,0,34,0,0,2159,135,183,26,0,57,276,507,423,278,154,8,0,0,0,209,1,0
twitter4j.TwitterBaseImpl,class,29,31,2,29,83,1,1,75,240,0.82716054,0.0,0.0,36,0,25,5,0,6,31,0,3,9,9,2,0,5,0,4,2,0,2,308,27,3,25,0,7,18,11,66,11,38,4,2,0,0,209,1024,0
umd.cs.shop.JSTerm,class,7,20,13,7,114,5,0,49,0,0.48863637,0.0,0.0,22,0,19,1,0,2,21,0,0,0,4,0,0,4,0,0,0,0,34,438,56,10,25,1,14,56,42,72,12,52,5,0,0,0,84,1,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,class,10,12,2,10,142,4,0,40,130,0.91176474,0.0,0.0,17,1,9,0,1,7,17,0,0,0,2,1,0,1,0,1,1,0,1,298,11,44,23,1,3,27,70,90,29,41,8,0,1,0,264,1,0
weka.core.FindWithCapabilities,class,11,12,1,11,143,1,0,76,178,0.86800003,0.0,0.0,25,1,25,0,0,0,25,0,0,0,10,0,0,0,10,0,0,0,9,423,15,11,13,4,5,213,43,67,15,38,5,0,0,0,245,1,0
wheel.asm.ClassReader,class,20,24,4,20,358,1,0,77,0,0.85459185,0.0,0.0,28,1,19,7,1,1,21,0,0,0,14,9,6,3,0,5,14,0,13,1298,32,64,87,0,40,34,468,510,206,159,9,0,0,0,428,1,0
