class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
org.jfree.chart.plot.ValueMarker,class,3,7,4,3,10,2,0,2,0,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,37,6,0,2,0,1,0,1,4,0,2,1,0,0,0,66,1,0
org.jfree.data.category.DefaultIntervalCategoryDataset,class,9,11,2,9,91,3,0,24,324,0.7734375,0.0,0.0,32,2,29,3,0,0,29,0,0,0,4,0,0,4,0,0,0,0,19,303,36,6,20,0,19,49,38,55,20,37,4,0,0,0,175,1,0
org.jfree.data.time.TimePeriodValues,class,6,8,2,6,54,2,0,29,235,0.8703703,0.0,0.0,27,0,25,2,0,0,25,0,0,0,12,3,0,9,2,1,3,0,3,232,23,4,4,1,8,6,39,71,28,42,3,0,0,0,196,1,0
org.joda.time.MutablePeriod,class,18,24,6,18,77,3,0,52,2556,1.0,0.0,0.0,72,2,72,0,0,0,72,0,0,0,1,1,0,1,0,0,1,0,35,245,12,0,4,1,0,1,9,8,0,6,1,0,0,0,283,1,0
org.joda.time.Partial,class,18,20,2,18,92,3,0,52,188,0.74545455,0.0,0.0,33,0,30,0,1,2,33,0,0,0,5,1,0,5,0,0,4,0,20,420,40,8,38,1,0,25,64,91,31,56,6,0,1,0,347,17,0
org.joda.time.Period,class,24,46,22,24,118,3,0,52,3655,0.99418604,0.0,0.0,86,11,84,2,0,0,84,0,0,0,2,2,1,1,0,0,2,0,44,465,74,2,26,0,62,17,85,90,47,46,2,0,0,0,467,17,0
org.joda.time.base.BasePeriod,class,20,23,3,20,59,2,2,53,205,0.775,0.0,0.0,30,0,4,3,23,0,27,0,0,0,4,2,0,4,0,0,4,0,37,260,8,4,22,0,3,12,23,89,4,48,3,1,0,0,258,1025,0
org.jsecurity.web.filter.authc.BasicHttpAuthenticationFilter,class,7,9,2,7,26,8,0,24,77,0.85714287,0.0,0.0,14,0,6,0,8,0,14,0,0,0,6,3,0,4,2,0,3,0,4,88,15,0,6,0,0,10,7,22,2,18,1,0,0,0,275,1,2
org.objectweb.asm.jip.MethodWriter,class,16,22,6,16,485,1,0,57,21,0.8816811,0.0,0.0,43,6,24,10,0,9,33,0,2,0,57,12,0,41,0,16,17,0,54,1654,20,47,213,0,92,37,442,472,176,193,6,0,0,0,429,0,0
org.petsoar.order.CreditCardInfo,class,0,2,2,0,11,1,0,1,9,0.7619047,0.0,0.0,6,0,6,0,0,0,6,0,0,0,7,4,4,3,0,0,4,0,0,35,3,0,1,0,0,5,0,8,0,7,1,0,0,0,35,1,0
org.quickserver.net.client.monitoring.HostMonitoringService,class,5,8,3,5,51,1,0,47,177,0.8838384,0.0,0.0,22,9,22,0,0,0,23,0,0,0,9,3,0,9,0,0,1,0,6,221,8,3,19,3,1,11,4,37,10,26,8,1,0,0,68,1,0
org.scribe.model.OAuthRequest,class,3,15,12,3,7,2,0,7,4,0.6,0.0,0.0,5,0,4,1,0,0,4,0,0,0,2,1,0,2,0,0,1,0,2,25,3,0,0,0,0,3,0,2,0,2,1,0,0,0,64,1,0
org.scribe.model.Request,class,6,12,6,6,38,1,1,35,235,0.8741259,0.0,0.0,26,0,20,1,0,5,25,0,0,0,11,1,0,11,0,0,1,0,7,133,13,1,4,4,1,13,0,19,2,15,1,0,0,0,155,0,0
org.scribe.model.Verifier,class,1,7,6,1,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,10,1,0,0,0,0,1,0,1,0,1,0,0,0,0,17,1,0
twitter4j.OEmbedRequest,class,4,7,3,4,53,1,0,18,118,0.7866668,0.0,0.0,25,0,22,2,0,1,23,0,0,0,12,1,0,12,0,0,3,0,4,147,26,0,23,0,12,23,28,42,23,16,1,0,2,0,66,17,0
twitter4j.TwitterImpl,class,56,57,1,56,336,2,0,149,33329,0.99253535,0.0,0.0,259,1,238,20,0,1,239,0,0,0,15,4,0,15,0,0,14,0,25,1212,264,5,35,14,4,532,71,97,212,74,3,1,0,0,368,0,4
uk.me.jockmacmad.jstate.state.Transition,class,7,10,3,7,21,1,0,8,34,0.7333334,0.0,0.0,12,0,11,0,1,0,12,0,10,0,5,0,0,5,0,0,5,0,3,71,8,2,0,0,4,0,0,14,0,9,3,0,0,0,120,1,0
umd.cs.shop.JSJshop,class,14,16,2,14,78,1,0,49,115,0.8355263,0.0,0.0,19,1,19,0,0,0,19,0,0,0,8,2,2,6,0,0,0,0,33,325,33,6,33,6,2,65,18,47,18,34,5,0,0,0,116,17,0
umd.cs.shop.JSState,class,11,24,13,11,26,5,0,28,28,1.0,0.0,0.0,8,0,6,0,0,2,8,0,0,0,1,0,0,1,0,0,0,0,10,116,6,6,0,0,1,12,13,29,0,27,3,0,0,0,56,1,0
visu.handball.moves.xml.HandballModelReader,class,12,16,4,12,21,1,0,43,2,0.5833333,0.0,0.0,8,2,7,1,0,0,7,0,0,0,3,1,0,3,0,0,0,0,12,126,5,3,4,1,2,32,2,41,1,35,4,1,0,0,63,1,0
weka.core.Memory,class,2,3,1,2,22,1,0,21,71,0.82142854,0.0,0.0,14,2,14,0,0,0,14,0,0,0,6,2,0,0,6,0,0,0,14,77,10,1,2,0,5,27,9,16,8,11,5,0,0,0,164,1,0
