class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
jipa.Main,class,4,5,1,4,78,1,0,40,54,0.77777773,0.0,0.0,12,12,12,0,0,0,12,0,0,0,3,3,3,0,0,0,0,0,93,241,19,8,18,2,2,6,110,55,18,26,4,0,1,0,84,1,0
mindbright.ssh.SSHSCPGUIThread,class,7,12,5,7,50,1,0,38,53,0.8492064,0.0,0.0,14,3,10,1,0,3,13,0,0,0,21,0,0,0,0,21,0,0,11,324,8,6,14,0,18,22,91,135,34,67,3,2,0,0,114,17,0
net.sourceforge.ext4j.taglib.bo.Request,class,5,7,2,5,92,1,0,46,297,0.89166665,0.0,0.0,30,0,27,0,3,0,30,0,0,0,12,6,0,12,0,0,6,0,1,241,41,9,32,2,16,37,26,62,13,44,4,0,0,0,94,1,3
nu.staldal.lagoon.LagoonCLI,class,5,7,2,5,47,1,0,32,1,0.5555556,,,3,3,1,2,0,0,1,0,0,0,3,3,0,3,0,0,1,0,28,180,9,3,7,5,2,44,21,38,18,31,5,0,0,0,83,1,0
nu.staldal.lagoon.LagoonGUI,class,11,17,6,11,52,5,0,47,112,0.8581314,0.0,0.0,17,3,8,8,0,1,9,0,0,0,17,1,0,17,0,0,1,0,9,276,3,0,13,7,3,62,10,53,12,48,4,5,0,0,129,1,0
org.apache.commons.cli.HelpFormatter,class,6,13,7,6,104,1,0,65,790,0.97018975,0.0,0.0,41,0,33,3,5,0,38,0,0,0,18,8,16,1,1,0,8,0,6,339,22,8,30,1,2,23,31,70,14,51,3,0,1,0,267,1,0
org.apache.commons.codec.language.DoubleMetaphone,class,5,7,2,5,262,1,0,52,701,0.9692983,0.0,0.0,38,1,9,27,2,0,11,0,0,0,6,5,0,6,0,0,5,0,97,723,54,3,62,0,29,234,327,83,144,13,3,0,1,0,193,1,0
org.apache.commons.lang3.BooleanUtils,class,3,7,4,3,172,1,0,16,820,0.0,0.0,0.0,41,40,41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,15,369,79,3,94,3,19,34,34,20,0,19,2,0,0,0,176,1,0
org.apache.commons.lang3.ClassUtils,class,7,20,13,7,175,1,0,88,1421,0.97530866,0.0,0.0,54,53,50,4,0,0,54,0,0,0,9,9,4,5,0,0,9,0,54,609,103,19,57,4,0,40,42,81,13,54,3,2,1,2,516,1,0
org.apache.commons.lang3.Conversion,class,5,6,1,5,309,1,0,19,859,0.9523811,0.0,0.0,42,42,42,0,0,0,42,0,0,0,16,16,0,16,0,0,16,0,24,763,152,28,60,0,79,45,334,157,263,131,3,0,0,0,199,1,0
org.apache.commons.lang3.LocaleUtils,class,2,3,1,2,54,1,0,27,78,0.9230769,0.0,0.0,13,12,9,4,0,0,9,0,0,0,2,2,0,2,0,0,2,0,22,149,20,2,15,0,2,9,25,22,7,16,3,0,1,0,174,1,0
org.apache.commons.lang3.builder.HashCodeBuilder,class,15,17,2,15,82,1,0,56,160,0.7222222,0.0,0.0,36,11,30,4,0,2,32,0,0,0,5,3,0,5,0,0,4,0,23,278,31,11,17,2,5,5,12,36,31,12,4,0,0,0,294,1,0
org.apache.commons.lang3.text.translate.NumericEntityUnescaper,class,4,5,1,4,27,2,0,12,1,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,7,65,6,1,8,1,3,1,18,12,7,9,3,0,1,0,109,1,0
org.apache.commons.lang3.time.DateUtils,class,6,7,1,6,169,1,0,47,1828,0.98087424,0.0,0.0,61,60,53,8,0,0,53,0,0,0,12,12,11,1,0,0,12,0,91,552,64,5,59,1,7,15,63,89,26,52,6,0,2,0,441,1,0
org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,class,7,9,2,7,44,1,0,5,4,0.55,0.0,0.0,4,0,2,2,0,0,2,0,0,0,5,1,0,5,0,0,5,0,0,151,5,6,32,0,6,0,4132,35,23,32,3,0,0,0,156,1,0
org.apache.commons.math3.geometry.euclidean.threed.Rotation,class,9,14,5,9,127,1,0,32,128,0.6458333,0.0,0.0,32,2,28,4,0,0,28,0,0,0,6,2,1,5,0,0,6,0,8,529,49,1,35,0,141,0,393,238,472,150,3,0,0,0,577,1,0
org.apache.commons.math3.linear.MatrixUtils,class,38,71,33,38,120,3,0,47,666,1.0,0.0,0.0,37,36,35,2,0,0,35,0,0,0,2,2,2,0,0,0,2,0,20,424,24,22,36,2,19,6,74,92,23,89,4,0,2,0,337,1,0
org.apache.commons.math3.linear.SchurTransformer,class,9,11,2,9,54,1,0,20,0,0.6857143,0.0,0.0,10,0,3,6,0,1,4,0,0,0,7,1,0,7,0,0,4,0,2,259,6,15,14,0,8,0,114,133,155,53,4,0,1,0,193,0,0
org.javathena.login.Login,class,22,37,15,22,156,3,0,167,478,0.9316374,0.0,0.0,37,17,36,1,0,0,36,0,0,0,17,12,7,6,4,0,8,0,282,608,23,9,31,8,4,231,140,68,49,45,5,0,3,0,263,1,0
org.jdom2.Verifier,class,6,12,6,6,171,1,0,38,672,0.93333334,0.0,0.0,40,39,37,3,0,0,37,0,3,0,12,12,0,12,0,0,12,0,41,402,115,10,69,1,23,64,1328,66,39,50,4,0,0,0,352,17,0
org.jfree.chart.axis.Axis,class,14,47,33,14,159,1,2,80,2442,0.9539271,0.0,0.0,77,0,63,2,12,0,75,4,0,0,42,16,15,27,0,0,16,0,10,667,76,1,43,0,4,21,42,170,54,113,2,0,0,0,371,1025,0
org.joda.time.DateTimeZone,class,18,97,79,18,158,1,7,84,957,0.9429349,0.0,0.0,46,20,36,8,2,0,38,7,4,0,8,7,2,6,0,0,8,0,54,615,64,1,53,11,13,35,43,114,46,78,4,0,2,0,548,1025,0
org.joda.time.MutableDateTime,class,24,34,10,24,119,5,0,76,3474,0.9801587,0.0,0.0,84,5,84,0,0,0,84,0,0,0,9,7,6,3,0,0,7,0,14,442,29,0,25,1,3,9,20,35,2,26,2,0,1,0,376,1,0
org.joda.time.Partial,class,18,20,2,18,92,3,0,52,188,0.74545455,0.0,0.0,33,0,30,0,1,2,33,0,0,0,5,1,0,5,0,0,4,0,20,420,40,8,38,1,0,25,64,91,31,56,6,0,1,0,347,17,0
org.joda.time.format.DateTimeFormatterBuilder,class,26,38,12,26,133,5,0,57,2830,0.94078946,0.0,0.0,76,3,65,8,0,3,68,0,0,0,2,0,0,2,0,0,0,0,49,1625,84,4,28,0,6,19,39,40,7,27,4,0,14,0,534,1,0
org.joda.time.format.PeriodFormatterBuilder,class,14,17,3,14,99,5,0,23,979,0.95662856,0.0,0.0,47,2,38,9,0,0,38,0,0,0,26,17,0,26,0,0,17,0,4,1343,50,2,34,0,3,7,45,65,5,43,2,0,10,0,495,1,0
org.jsecurity.util.AntPathMatcher,class,4,7,3,4,90,1,0,11,22,0.75,0.0,0.0,8,0,6,1,1,0,7,0,0,0,2,1,1,1,0,0,1,0,4,250,33,22,29,0,11,9,41,61,25,48,5,0,0,0,181,1,0
org.mozilla.javascript.Parser,class,17,22,5,17,429,4,0,190,325,0.8780663,0.0,0.0,66,1,6,50,1,9,16,0,1,0,19,1,0,14,0,5,1,0,14,1862,98,24,127,16,20,138,37,399,3,225,7,0,1,0,287,1,3
org.objectweb.asm.jip.ClassReader,class,20,32,12,20,363,1,0,78,0,0.85459185,0.0,0.0,28,1,19,7,1,1,21,0,0,0,14,9,6,3,0,5,14,0,13,1326,33,65,91,0,39,34,476,524,210,161,9,0,0,0,431,1,0
org.objectweb.asm.jip.MethodWriter,class,16,22,6,16,485,1,0,57,21,0.8816811,0.0,0.0,43,6,24,10,0,9,33,0,2,0,57,12,0,41,0,16,17,0,54,1654,20,47,213,0,92,37,442,472,176,193,6,0,0,0,429,0,0
org.quickserver.net.server.impl.NonBlockingClientHandler,class,23,27,4,23,301,2,0,148,640,0.9099416,0.0,0.0,45,6,28,10,7,0,35,0,0,0,19,4,0,12,7,0,1,0,61,1032,50,18,158,16,4,169,44,154,84,45,7,0,0,0,292,1,7
org.scribe.model.Response,class,2,7,5,2,15,1,0,16,14,0.73333335,0.0,0.0,9,0,5,3,0,1,6,0,0,0,5,1,0,5,0,0,1,0,1,48,8,1,1,1,0,1,4,8,0,6,1,0,0,0,61,1,0
org.tartarus.snowball.ext.italianStemmer,class,4,5,1,4,166,3,0,22,69,0.90178573,0.0,0.0,14,0,3,11,0,0,3,0,0,0,16,13,0,16,0,0,13,0,0,702,34,46,8,0,29,416,526,135,37,47,8,0,0,0,108,1,0
org.tartarus.snowball.ext.turkishStemmer,class,4,5,1,4,481,3,0,52,890,0.9715909,0.0,0.0,44,0,3,41,0,0,3,0,0,0,36,34,0,36,0,0,34,0,0,2159,135,183,26,0,57,276,507,423,278,154,8,0,0,0,209,1,0
server.ServerGameModel,class,7,9,2,7,69,2,0,14,0,0.7619048,0.0,0.0,9,0,6,3,0,0,6,0,0,0,7,0,0,7,0,0,0,0,0,194,0,0,30,0,0,16,114,33,70,13,4,0,0,0,72,1,0
twitter4j.TwitterBaseImpl,class,29,31,2,29,83,1,1,75,240,0.82716054,0.0,0.0,36,0,25,5,0,6,31,0,3,9,9,2,0,5,0,4,2,0,2,308,27,3,25,0,7,18,11,66,11,38,4,2,0,0,209,1024,0
twitter4j.TwitterImpl,class,56,57,1,56,336,2,0,149,33329,0.99253535,0.0,0.0,259,1,238,20,0,1,239,0,0,0,15,4,0,15,0,0,14,0,25,1212,264,5,35,14,4,532,71,97,212,74,3,1,0,0,368,0,4
umd.cs.shop.JSJshop,class,14,16,2,14,78,1,0,49,115,0.8355263,0.0,0.0,19,1,19,0,0,0,19,0,0,0,8,2,2,6,0,0,0,0,33,325,33,6,33,6,2,65,18,47,18,34,5,0,0,0,116,17,0
umd.cs.shop.JSPredicateForm,class,5,22,17,5,54,4,2,34,66,0.0,0.0,0.0,12,0,10,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,15,228,21,8,13,0,0,29,33,45,2,42,3,0,0,0,53,1,0
umd.cs.shop.JSTerm,class,7,20,13,7,114,5,0,49,0,0.48863637,0.0,0.0,22,0,19,1,0,2,21,0,0,0,4,0,0,4,0,0,0,0,34,438,56,10,25,1,14,56,42,72,12,52,5,0,0,0,84,1,0
weka.classifiers.Evaluation,class,38,53,15,38,502,1,1,222,3380,0.94544333,0.0,0.0,104,7,90,0,14,0,104,0,30,0,46,3,0,1,45,0,2,0,53,1933,139,83,122,12,108,393,408,563,272,350,6,0,0,0,800,1,0
weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,class,10,12,2,10,142,4,0,40,130,0.91176474,0.0,0.0,17,1,9,0,1,7,17,0,0,0,2,1,0,1,0,1,1,0,1,298,11,44,23,1,3,27,70,90,29,41,8,0,1,0,264,1,0
wheel.asm.ClassReader,class,20,24,4,20,358,1,0,77,0,0.85459185,0.0,0.0,28,1,19,7,1,1,21,0,0,0,14,9,6,3,0,5,14,0,13,1298,32,64,87,0,40,34,468,510,206,159,9,0,0,0,428,1,0
